candidateId,nameNp,name,partyName,partyId,votes,gender,isWinner,fatherName,qualification,institution,address,spouseName,experience,code,CandidateID,AGE_YR
342149,राम गणेश यादव,Ram Ganesh Yadav,स्वतन्त्र,IND,8,M,False,Rajdev Yadav,10+2,H.S.B,Siraha,Rekha Yadav,छैन,2-सिराहा-2,342149,32
342047,उदय कुमार मगर,Uday Kumar Magar,स्वतन्त्र,IND,7,M,False,Tej Bahadur Magar,S.L.C,नेपाल बोर्ड,Siraha,,छैन,2-सिराहा-2,342047,38
340849,राज  कुमार  चौधरी ,Raj Kumar Chaudhary,स्वतन्त्र,IND,6,M,False,Gudari Chaudhary,S.L.C,नेपाल बोर्ड,Siraha,Sonu Chaudhary,छैन,2-सिराहा-2,340849,43
341919,रोविन यादव,Rovina Yadav,स्वतन्त्र,IND,5,M,False,बेचन  यादव,10+2,H.S.B,सिराहा नवराजपुर गाउँपालिका ,,छैन,2-सिराहा-2,341919,30
341979,रमेश कुमार यादव,Ramesh Kumar Yadav,स्वतन्त्र,IND,5,M,False,Kapileswar Yadav,10+2,H.S.B,Siraha,,छैन,2-सिराहा-2,341979,29
340647,शान्ती देवी यादव,Shanti Devi Yadav,स्वतन्त्र,IND,5,F,False,Gauri Yadav,छैन,छैन,Siraha,Jagarnath Yadav,छैन,2-सिराहा-2,340647,52
342298,कपलेश्‍वरी देवी साह,Kapalesh‍vari Devi Sah,स्वतन्त्र,IND,3,F,False,शिवु साह,साक्षर,छैन,सिराहा सुखीपुर नगरपालिका मोहनपुर,गेनी लाल साह,छैन,2-सिराहा-2,342298,45
342059,शम्भु कुमार यादव,Shambhu Kumar Yadav,राष्ट्रिय स्वतन्त्र पार्टी,2528,32249,M,True,Ram Sundar Raut Yadav,एम वि.वि.एस,chancho univarcity,Siraha,Aradhana Yadav,चिकित्सक र समाजसेवी,2-सिराहा-3,342059,41
340864,लिलानाथ श्रेष्ठ,Lilanath Shrestha,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),2598,10156,M,False,Jit Bahadur Shrestha,स्नातक,TU,Siraha,Vishwa Shrestha,2037साल देखि राजनीतिक ,2-सिराहा-3,340864,68
341461,विश्‍वनाथ साह,Vish‍vanatha Sah,नेपाली कम्युनिष्ट पार्टी,2557,9942,M,False,सूर्य  साह,मास्टर डिग्री,TU,सिराहा गोलबजार नगरपालिका निपनियाँ,सीता  पोखरेल,राजनीतिक,2-सिराहा-3,341461,72
341723,सुभाष चन्द्र यादव,Subhash Chandra Yadav,नेपाली काँग्रेस,2583,9879,M,False,Chandra Narayan Yadav,M.D.,भारत बनारस,Siraha,Indu Kumari Yadav,चिकित्सक,2-सिराहा-3,341723,49
340534,असेश्वर यादव,Aseshvara Yadav,"जनता समाजवादी पार्टी, नेपाल",2542,5671,M,False,सहदेव  यादव,M.Sc. M.A,TU,सिराहा विष्णुपुर गाउँपालिका लक्ष्मीपुर,इला देवी यादव, राजनीतिक र किसान,2-सिराहा-3,340534,54
341998,रोहित महतो,Rohit Mahto,जनमत पार्टी,2585,820,M,False,गजाधर  महतो,sLC,मोहन मा.वि.रामनगर मिर्चैया,सिराहा गोलबजार नगरपालिका सुकदेव,मिना देवी महतो,समाजसेवी,2-सिराहा-3,341998,57
341169,श्रवण पासवान,Shravana Pasavan,उज्यालो नेपाल पार्टी,2566,570,M,False,दिपक  पासमान,स्नातक,TU,सिराहा सिरहा नगरपालिका ,,समाजसेवी,2-सिराहा-3,341169,26
342263,दिप कुमार लामा,Dip Kumar Lama,श्रम संस्कृति पार्टी,2501,287,M,False,Som Lal Tamang,sLC,श्री जनता माध्यविक विद्यालय चन्द्रलालपुर चोहर्बा,Siraha,Asha Kumari Lama,समाजसेवी,2-सिराहा-3,342263,50
340779,दिलीप कुमार पासमान,Dilip Kumar Pasman,स्वतन्त्र,IND,239,M,False,योग नारायण पासमान,sLC,श्री माध्यमिक विद्यालय भलुवाही सिराहा,सिराहा विष्णुपुर गाउँपालिका लक्ष्‍मीपुर प्र.म.,निर्जला  पासमान,समाजसेवी र कृषि,2-सिराहा-3,340779,47
339811,देव दयाल सिंह,Dev Dayal Singh,राष्ट्रिय प्रजातन्त्र पार्टी,2604,234,M,False,Ram Lakhan Mahato,नभएको,छैन,Siraha,Manju Kumari Singh,छैन,2-सिराहा-3,339811,47
340636,अरविन्द कुमार यादव,Aravinda Kumara Yadav,स्वतन्त्र,IND,113,M,False,जगदिश  यादव,B.A,Tu,सिराहा विष्णुपुर गाउँपालिका लक्ष्मीपुर,,राजनीतिक र कृषि,2-सिराहा-3,340636,33
341320,कमल राय,Kamal Raya,नेपाल कम्युनिस्ट पार्टी (माओवादी),2526,78,M,False,सहदेव  राय,sLC,च.मा.वि. सिराहा,सिराहा सिरहा नगरपालिका सिराहा,मलुका  राय,राजनीति र कृषि,2-सिराहा-3,341320,64
340379,पुजन कुमार सिंह,Pujan Kumar Singh,प्रगतिशील लोकतान्त्रिक पार्टी,2516,64,M,False,Maheshwar Singh, एम.ए.,Tu,Siraha,। । ।,राजनीति  र व्यवसाय तथा कृषि,2-सिराहा-3,340379,40
341630,बैजनाथ कामी,Baijnath Kami,स्वतन्त्र,IND,58,M,False,Bhutai Kami,९ कक्षा पास,सरस्वती मा.वि. तिरतिया जमदह,Siraha,Sangita Vishwakarma,समाजसे्वी,2-सिराहा-3,341630,55
341769,ज्ञानु देवी दनुवार,Jnyanu Devi Danuvar,आम जनता पार्टी(एकल चुनाव चिन्ह),2581,47,F,False,मानवीर  तामाङ्ग,साक्षर,,सिराहा नरहा गाउँपालिका पानवारी,ज्ञानदेव  सिंह दनुवार,समाजसेवी,2-सिराहा-3,341769,63
341254,रामचरित्र प्रसाद साह,Ramcharitra Prasad Sah,स्वतन्त्र,IND,22,M,False,Latu Sahu,sLC,र.ज.मा.वि. बल्ही सिराहा,Siraha,Shanti Devi Sah,कृषि र समाजसेवी,2-सिराहा-3,341254,58
341551,उमेश कुमार बराल,Umesh Kumar Baral,स्वतन्त्र,IND,20,M,False,Ramdayal Baral,sLC,श्री जनता माध्यमिक विद्यालय असनपुर गाोलबजार सिराहा,Siraha,Gita Sharma Baral,,2-सिराहा-3,341551,49
341207,अर्जुन कुमार यादव,Arjun Kumar Yadav,स्वतन्त्र,IND,19,M,False,Sahadev Yadav,sLC,च.मा.वि. सिराहा,Siraha,Radha Kumari Yadav,राजनीतिक  र कृषि,2-सिराहा-3,341207,44
341847,अशिष कुमार मण्डल,Ashish Kumar Mandal,स्वतन्त्र,IND,19,M,False,Surya Narayan Mandal,sLC,श्री ला.स.मा.वि. माडर,Siraha,Bibha Devi Mandal,समाजसेवी,2-सिराहा-3,341847,46
342467,इन्दिला कुमारी यादव,Indila Kumari Yadav,स्वतन्त्र,IND,16,F,False,Ram Lakhan Yadav,‌+2,ब्रजमोहन मा.वि. माडर सिराहा,Siraha,Nand Kishor Yadav,समाजसेवी,2-सिराहा-3,342467,33
342142,सोभित कुमार यादव,Shobit Kumar Yadav,स्वतन्त्र,IND,16,M,False,ललित कुमार यादव,BBs,TU,सिराहा सिरहा नगरपालिका सन्हैठा,फुल कुमारी यादव,२० वर्ष देखि राजनीतिक कर्मी,2-सिराहा-3,342142,42
342621,कृष्णा कुमार यादव,Krishna Kumar Yadav,स्वतन्त्र,IND,15,M,False,Jagdev Yadav,‌‌‍‌+2,ब्रजमोहन जनता मा.वि. माडर सिराहा,Siraha,,समाजसेवी,2-सिराहा-3,342621,31
340977,दिनेश यादव,Dinesh Yadav,स्वतन्त्र,IND,13,M,False,Kusheshwar Dhurjhar,Inter,TU,Siraha,Kumbhika Yadav,व्यापार,2-सिराहा-3,340977,39
341599,बिजय कुमार राम,Bijay Kumar Ram,स्वतन्त्र,IND,12,M,False,Badri Narayan Ram,M.A,TU,Siraha,Anjana Kumari Raya,समाजसेबी,2-सिराहा-3,341599,38
342665,नविन कुमार यादव,Navina Kumara Yadav,स्वतन्त्र,IND,8,M,False,राजेन्द्र  यादव,+२,जे.एम एकेडेमी सिराहा,सिराहा सिरहा नगरपालिका कटी,,शिक्षण पेशा,2-सिराहा-3,342665,36
342647,बब्लु कुमार यादव,Bablu Kumar Yadav,स्वतन्त्र,IND,8,M,False,Ram Babu Yadav,H.A,विराट हेल्थ कलेज,Siraha,,समाजसेवी,2-सिराहा-3,342647,27
341944,अंकित कुमार यादव,Ankit Kumar Yadav,स्वतन्त्र,IND,7,M,False,Ghanshyam Yadav,८ कक्षा,ब्रजमोहन मा.वि. माडर ,Siraha,,समाजसेवी,2-सिराहा-3,341944,26
342195,दुष्यन्त कुमार कर्ण,Dushyant Kumar Karna,स्वतन्त्र,IND,7,M,False,Jay Narayan Das Madhup,B.ed,TU,Siraha,Navin Kumari Karna,शिक्षण सेवा हाल अवकास,2-सिराहा-3,342195,51
341511,आनन्द विश्वकर्मा,Aananda Vishvakarma,स्वतन्त्र,IND,6,M,False,शिव दयाल विश्वकर्मा,+२,श्री जनता माध्यमिक विद्यालय गोलबजार सिराहा,सिराहा गोलबजार नगरपालिका ,पवित्रा  विश्वकर्मा,समासेवा,2-सिराहा-3,341511,37
342575,सुर्य देव यादव,Surya Dev Yadav,स्वतन्त्र,IND,6,M,False,Jaylal Yadav,साक्षर,,Siraha,Ratan Devi Yadav,समाजसेवी,2-सिराहा-3,342575,49
342104,से. जहुर -,Se. Jahur,स्वतन्त्र,IND,6,M,False,से. मजलुम,९ कक्षा पास,विहार,सिराहा सिरहा नगरपालिका रमौल,सरवरी  खातुन,समाजसेवी,2-सिराहा-3,342104,59
341676,राम पुकार कामती,Ram Pukar Kamati,स्वतन्त्र,IND,5,M,False,Brahm Dev Kamait,स्नातक,TU,Siraha,Sarita Kapar,समाजसे्वी,2-सिराहा-3,341676,39
341808,राकेश कुमार यादव,Rakesh Kumar Yadav,स्वतन्त्र,IND,5,M,False,Ram Ashish Yadav,स्नातक,TU,Siraha,Rinku Kumari Yadav,समाजसेबी,2-सिराहा-3,341808,34
341378,दीपेन्द्र कुमार यादव,Dipendara Kumar Yadav,स्वतन्त्र,IND,4,M,False,वीरेन्द्र कुमार यादव,स्नातक,TU,सिराहा गोलबजार नगरपालिका न्यायधिश टोल,नीलम कुमारी ढकाल (यादव),राष्ट्र समाचार समितको केन्द्रिय बोर्ड सदस्य पदमा काम गरेको अनुभव,2-सिराहा-3,341378,60
342680,रमेशचन्‍द्र शर्मा,Ramesh Chandra Sharma,स्वतन्त्र,IND,4,M,False,Laxman Thakur,sLC,च.मा.वि. सिराहा,Siraha,,समाजसेवी,2-सिराहा-3,342680,31
341034,प्रदिप कुमार श्रेष्ठ,Pradeep Kumar Shrestha,स्वतन्त्र,IND,3,M,False,हरि बहदुर श्रेष्ठ,inter,विहार,सिराहा गोलबजार नगरपालिका चौहर्वा,सुमिता  श्रेष्ठ,राजनीतिक,2-सिराहा-3,341034,43
342728,राजेश्‍वर यादव,Rajesh‍vara Yadav,स्वतन्त्र,IND,3,M,False,रुप लाल यादव,साक्षर,,सिराहा सिरहा नगरपालिका लगडी गदियानी,निरो देवी यादव,समाजसेवी,2-सिराहा-3,342728,74
341117,सुमित श्रेष्ठ,Sumit Shrestha,स्वतन्त्र,IND,3,M,False,Shyam Kumar Shrestha,मास्टर डिग्री,TU,Siraha,,राजनीति र व्यवसाय,2-सिराहा-3,341117,30
340942,जिवछ कुमार यादव,Jivachha Kumara Yadav,स्वतन्त्र,IND,2,M,False,राम सुन्दर यादव,HA,आई एच आर टी जनकपुर,सिराहा सिरहा नगरपालिका ,सुनिता कुमारी यादव,राजनीतिक र कृषि तथा construction work,2-सिराहा-3,340942,42
341884,मन्चन महतो,Manchan Mahato,स्वतन्त्र,IND,1,M,False,Ram Chandra Mahato,B.ed,TU,Siraha,Rajeshwari Kumar Singh,समाजसेवी,2-सिराहा-3,341884,49
341083,सतीश चन्द्र सिंह,Satish Chandra Singh,स्वतन्त्र,IND,1,M,False,Ganga Prasad Mahato,मास्तर डिग्री,TU,Siraha,,राजनीतिक र कृषि तथा व्यापार,2-सिराहा-3,341083,32
341713,तपेश्वर यादव,Tapeshvara Yadav,राष्ट्रिय स्वतन्त्र पार्टी,2528,36210,M,True,सत्यनारायण  यादव,सिभिल ईन्जीनियर,TU,सिराहा नरहा गाउँपालिका नरहा,,,2-सिराहा-4,341713,33
340961,अजय शंकर नायक,Ajay Shankar Nayak,नेपाली कम्युनिष्ट पार्टी,2557,7972,M,False,Ram Sharan ____ (Nayak),स्‍नातक,त्रि.वि.वि.,Siraha,Sanjila Kumari Gai Nayak,,2-सिराहा-4,340961,48
340417,बिरेन्द्र प्रसाद महतो,Birendra Prasad Mahato,जनमत पार्टी,2585,5041,M,False,Ram Ashis Sah,पि.एच.डी,रसिया,Siraha,Kriti Kumari Mahato,,2-सिराहा-4,340417,56
342560,धर्मनाथ प्रसाद साह,Dharmanath Prasad Sah,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),2598,4227,M,False,Kasturi Sah,स्‍नातक कानुन,TU,Kathmandu,Raj Kumari Sah,,2-सिराहा-4,342560,65
341888,चन्द्र कला कुमारी यादव,Chandra Kala Kumari Yadav,नेपाली काँग्रेस,2583,4061,F,False,Rajendra Yadav,S.L.C,बर्छवा मा.वि. नरहा,Siraha,Ganesh Kumar Yadav,,2-सिराहा-4,341888,43
339524,राज किशोर यादव,Raj Kishor Yadav,"जनता समाजवादी पार्टी, नेपाल",2542,3484,M,False,Ganga Ram Yadav,स्‍नातक,पंजाप एयरक्राफ्ट ईन्जि. कलेज भारत (पंजाव),Siraha,Sarita Kumari Yadav,,2-सिराहा-4,339524,52
342261,भरत साह,Bharat Sah,स्वतन्त्र,IND,511,M,False,Vaijnath Sah Teli,९ पास,मोहन मा.वि.,Siraha, ,,2-सिराहा-4,342261,42
339452,सुभेन्द्र कुमार साह,Suvendra Kumar Sah,राष्ट्रिय प्रजातन्त्र पार्टी,2604,283,M,False,प्रमेश्‍वर  साह,स्‍नातक,TU,सिराहा कल्याणपुर नगरपालिका कल्याणपुर,रीना कुमारी साह,,2-सिराहा-4,339452,38
341327,बिश्‍वेन्द्र पासवान,Bishvendra Paswan,बहुजन शक्ति पार्टी,2536,279,M,False,विलट  पासवान,एल.एल.बि.,"पटना युनिर्वासिटि, भारत",सिराहा मिर्चैया नगरपालिका मटियर्वा,रामकुमारी देवी पासवान,,2-सिराहा-4,341327,65
342619,दिलिप कुमार महरा,Dilip Kumar Mahara,बहुजन एकता पार्टी नेपाल(एकल चुनाव चिन्ह),2567,241,M,False,विन्देश्‍वर  महरा,+2,युनिभर्सल एकेडेमी जनकपुर,सिराहा कल्याणपुर नगरपालिका रामपुरा,इन्दुर देवी महरा,,2-सिराहा-4,342619,40
340799,विनय प्रविण,Vinaya Pravin,उज्यालो नेपाल पार्टी,2566,207,M,False,जमुना साह तेली,एम.पि.ए.,TU,सिराहा कल्याणपुर नगरपालिका ,,,2-सिराहा-4,340799,39
342743,पंकज कुमार ठाकुर,Pankaj Kumar Thakur,श्रम संस्कृति पार्टी,2501,160,M,False,Kamal Kumar Thakur,‌+2,मोहन मा.वि. मिर्चैया,Siraha,,,2-सिराहा-4,342743,26
342709,मो र्इवराइन अन्सारी,Moibarain Ansari,स्वतन्त्र,IND,90,M,False,इनुस  मियाँ,+2,जनता उच्च माध्यमिक विद्यालय गोलबजार,सिराहा नरहा गाउँपालिका खोरिया,- - -,,2-सिराहा-4,342709,27
342748,जिवन  कुमार  मेहरा,Jeevan Kumar Mehara,नेपाल कम्युनिस्ट पार्टी (माओवादी),2526,57,M,False,विपतिया  मेहरा,s.l.c,मोहन मा.वि. मिर्चैया,सिराहा मिर्चैया नगरपालिका राघोपुर,,,2-सिराहा-4,342748,43
341652,रामेश्वर साह,Rameshvara Sah,नेपाल मजदुर किसान पार्टी,2578,42,M,False,राम भवन साह,साधारण लेखपढ,,सिराहा कल्याणपुर नगरपालिका बंगठीया,दलितिया देवी साह,,2-सिराहा-4,341652,66
342497,रुपेश कुमार मण्डल,Rupesh Kumar Mandal,स्वतन्त्र,IND,31,M,False,Shreedev Mandal,८ कक्षा,रामदुलारी मा.वि. कल्याणपुर,Siraha,,,2-सिराहा-4,342497,26
340180,किशोरी यादव,Kishori Yadav,स्वतन्त्र,IND,28,M,False,Bilat Yadav,S.L.C,कल्याणपुर मा.वि.,Siraha,Pramila Devi Yadav,,2-सिराहा-4,340180,53
341122,फुलदेव ठाकुर हजाम,Phuladeva Thakura Hajam,स्वतन्त्र,IND,27,M,False,वासुदेव  ठाकुर हजाम,स्‍नातक,बर्छवा कलेज,सिराहा मिर्चैया नगरपालिका मझौलिया,,,2-सिराहा-4,341122,47
342733,कुशेश्‍वर साह सुडी,Kuseshwor Sah Sudi,स्वतन्त्र,IND,25,M,False,शब्द लाता पंजियार,साक्षर,,सिराहा कल्याणपुर नगरपालिका भोक्राहा,किरण कुमारी साह सुडी,,2-सिराहा-4,342733,44
341029,आनिल साह,Anil Sah,स्वतन्त्र,IND,18,M,False,Ram Nath Sah,स्‍नातक,TU,Siraha,,,2-सिराहा-4,341029,25
342773,रमेश कुमार साह,Ramesh Kumar Sah,स्वतन्त्र,IND,17,M,False,Gauri Shankar Sah Kalal,+2,लर्ड बुद्द बिराटनगर,Siraha,Laxmi Kumari Sah,,2-सिराहा-4,342773,28
340733,विसेश्‍वर यादव,Visesh‍vara Yadav,स्वतन्त्र,IND,17,M,False,विल्टु गोहिवार यादव,S.L.C,जनता मा.वि.,सिराहा कर्जन्हा नगरपालिका मिरचैया,गायत्री देवी यादव,,2-सिराहा-4,340733,46
341185,सन्तोष महतो,Santosh Mahato,स्वतन्त्र,IND,17,M,False,Rajeshwar Mahato,+2,छिनमस्ता एजुकेश एकेडेमी राजविराज,Siraha,Sudha Devi,,2-सिराहा-4,341185,43
342698,नथुनिया सदा,Nathuniya Sada,स्वतन्त्र,IND,16,M,False,Sewata Sada,निरक्षर,,Siraha,Paraniya Kumari Devi Sada,,2-सिराहा-4,342698,64
342760,राजदेव यादव,Rajdev Yadav,स्वतन्त्र,IND,14,M,False,Siya Ram Yadav,९ कक्षा पास,,Siraha,Anita Devi Yadav,,2-सिराहा-4,342760,59
342750,उमेश कुमार राम,Umesh Kumar Ram,स्वतन्त्र,IND,13,M,False,Ram Lakhan Mochi,M.DE,रारा बहुमुखि क्यामपस धनुषा जनकपुर,Siraha,Asha Devi Ram,,2-सिराहा-4,342750,40
342211,कामेश्वर सिंह,Kameshvara Sinh,स्वतन्त्र,IND,12,M,False,फुदन  सिंह,बि.ए.,रामपुर चितवन,सिराहा कल्याणपुर नगरपालिका लक्ष्मीनियाँ,सुशिला कुमारी सिंह,,2-सिराहा-4,342211,63
342316,केदार विश्‍वकर्मा,Kedara Vish‍vakarma,स्वतन्त्र,IND,11,M,False,पदमे  मिजार,s.l.c,फुलकुमारी मा.वि.,सिराहा कर्जन्हा नगरपालिका बडहरा,मिना देवी विश्‍वकर्मा,,2-सिराहा-4,342316,47
341799,धनवीर कापैर केवट,Dhanavira Kapaira Kevat,स्वतन्त्र,IND,11,M,False,राम भरोस कापैर,सामान्य,,सिराहा मिर्चैया नगरपालिका मल्हनिया,जिवछी कुमारी कापैर,,2-सिराहा-4,341799,48
342124,सुशिल  कुमार  सिंह,Shushil Kumar Singh,स्वतन्त्र,IND,11,M,False,गंगाराम  महतो,स्‍नातक,TU,सिराहा कल्याणपुर नगरपालिका ,उषा कुमारी महतो,,2-सिराहा-4,342124,39
342745,योगेन्द्र प्रसाद महरा,Yogendra Prasad Mahara,स्वतन्त्र,IND,9,M,False,लक्ष्‍मी  महरा,१० कक्षा पास,मोहन मा.वि. मिर्चैया,सिराहा कर्जन्हा नगरपालिका गौताडी,अधाथिया देवी महरा,,2-सिराहा-4,342745,58
342766,राम वृक्ष महरा,Ram Vriksh Mehra,स्वतन्त्र,IND,7,M,False,ठिठर  महरा,साधारण लेखपढ,,सिराहा नरहा गाउँपालिका नरहा,मखनी देवी महरा,,2-सिराहा-4,342766,58
341388,विन्देश्वर महतो,Vindeshvara Mahato,स्वतन्त्र,IND,6,M,False,कपलेश्वर  महतो,आ.ए,भारत,सिराहा नरहा गाउँपालिका बर्छवा,इसैर देवी महतो,,2-सिराहा-4,341388,57
342592,भागेश्वर दास,Bhageshvara Das,स्वतन्त्र,IND,4,M,False,कारीचन  दास,S.L.C,रामदुलारी मा.वि. कल्याणपुर,सिराहा कल्याणपुर नगरपालिका विष्णुपर,सोना वती  दास,,2-सिराहा-4,342592,46
340101,रंजित कुमार यादव,Ranjit Kumar Yadav,स्वतन्त्र,IND,4,M,False,Chandeshwar Yadav,स्‍नातक,PU,Siraha,Anju Kumari Yadav,,2-सिराहा-4,340101,37
342718,जिवछ मोची,Jiwacha Mochi,स्वतन्त्र,IND,2,M,False,नन्दी  मोची,S.L.C,गोलबजार,सिराहा मिर्चैया नगरपालिका ,रामकुमारी देवी मोची,,2-सिराहा-4,342718,56
339522,जगदीश खरेल,Jagadisha Kharel,राष्ट्रिय स्वतन्त्र पार्टी,2528,32376,M,True,लोक नाथ खरेल,Bachelor,Nepal,दोलखा कालिन्चोक गाउँपालिका ,,,3-दोलखा-1,339522,36
339643,पार्वत गुरुङ,Parvata Gurung,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),2598,17449,M,False,मकर ध्‍वज गुरुङ,Bachelor,Nepal,दोलखा गौरिशंकर गाउँपालिका काप्‍ती,सरस्‍वती  राई गुरुङ,,3-दोलखा-1,339643,57
340303,विशाल खड्का,Vishala Khadka,नेपाली कम्युनिष्ट पार्टी,2557,13065,M,False,वृष वहादुर खड्का,bachelor,nepal,दोलखा गौरिशंकर गाउँपालिका ,,,3-दोलखा-1,340303,44
341082,अजय बाबु शिवाकोटी,Ajaya Babu Shivakoti,नेपाली काँग्रेस,2583,12298,M,False,श्याम प्रसाद शिवाकोटी,Master,Nepal,दोलखा भिमेश्वर नगरपालिका ,,,3-दोलखा-1,341082,46
339379,निमा दोर्जे लामा,Nima Dorje Lama,उज्यालो नेपाल पार्टी,2566,1663,M,False,सुन्‍दोर्जे  लामा,10+2,nepal,काठमाडौं काठमाडौँ महानगरपालिका ,,,3-दोलखा-1,339379,43
339571,प्रविण कुमार थोकर/तामाङ्ग,Pravina Kumara Thokara/tamangg,राष्ट्रिय प्रजातन्त्र पार्टी,2604,1010,M,False,छत्र बहादुर तामाङ्ग,Bachelor,Nepal,दोलखा मेलुङ गाउँपालिका मणिडाँडा,गीता शाही ठकुरी,,3-दोलखा-1,339571,44
341818,कर्ण बहादुर फुयाल,Karna Bahadura Phuyal,स्वतन्त्र,IND,388,M,False,छत्र बहादुर फुयाल,sLc,Nepal,दोलखा तामाकोशी गाउँपालिका जौसारा,विन्दा  फुयाल,,3-दोलखा-1,341818,42
341033,हेप बहादुर थामी,Hepa Bahadura Thami,श्रम संस्कृति पार्टी,2501,381,M,False,मन बहादुर थामी,under slc,Nepal,दोलखा विगु गाउँपालिका शेर्पा आलाम्पु,भद्रि  थामी,,3-दोलखा-1,341033,56
340652,शुदर्शन कार्की,Shudarshana Karki,राष्ट्रिय परिवर्तन पार्टी,2568,356,M,False,नारायण विक्रम कार्की,Bachelor,Nepal,दोलखा शैलुङ गाउँपालिका चुल्ठे,रोजिता  कार्की,,3-दोलखा-1,340652,37
341889,राज कुमार लामिछाने,Raja Kumara Lamichhane,नेपाल कम्युनिस्ट पार्टी (माओवादी),2526,165,M,False,इन्द्र बहादुर लामिछाने,10+2,Nepal,दोलखा कालिन्चोक गाउँपालिका भदौरे,,,3-दोलखा-1,341889,33
341583,विनोद घिमिरे,Vinoda Ghimire,स्वतन्त्र,IND,160,M,False,लाल बहादुर घिमिरे,10+2,Nepal,दोलखा वैतेश्वर गाउँपालिका खरीस्वारा,,,3-दोलखा-1,341583,30
339341,कुमार तामाङ्ग,Kumara Tamangg,मंगोल नेशनल अर्गनाइजेसन,2511,103,M,False,राम बहादुर तामाङ्ग,10+2,nepal,दोलखा भिमेश्वर नगरपालिका चोथाङ्ग,,,3-दोलखा-1,339341,39
341317,गोपाल नेपाली,Gopala Nepali,"जनता समाजवादी पार्टी, नेपाल",2542,64,M,False,लाल बहादुर नेपाली,10+2,Nepal,दोलखा वैतेश्वर गाउँपालिका क्षेत्रपा,,,3-दोलखा-1,341317,31
341512,कमल खत्री,Kamala Khatri,प्रगतिशील लोकतान्त्रिक पार्टी,2516,60,M,False,राम कृष्ण के.सी.,10+2,Nepal,दोलखा भिमेश्वर नगरपालिका पिप्ल खत्रीगाउँ,,,3-दोलखा-1,341512,34
339306,विमला  श्रेष्ठ ,Vimala Shreshtha,नेपाल मजदुर किसान पार्टी,2578,40,F,False,कृष्ण  राज  श्रेष्ठ ,slc,nepal,भक्तपुर चाँगुनारायण नगरपालिका ,नारायण  लाल  श्रेष्ठ ,,3-दोलखा-1,339306,53
341380,माधव कोईराला खत्री,Madhava Koeerala Khatri,स्वतन्त्र,IND,33,M,False,हरि वहादुर खत्री,slc,Nepal,दोलखा शैलुङ गाउँपालिका ढारे,भगवती  कोईराला,,3-दोलखा-1,341380,37
342219,पुर्ण बहादुर शिवाकोटी,Purna Bahadura Shivakoti,स्वतन्त्र,IND,30,M,False,हरी लाल शिवाकोटी,साधारण,,दोलखा कालिन्चोक गाउँपालिका ,लक्ष्‍मी  शिवाकोटी,,3-दोलखा-1,342219,76
341969,सुक्र तमाङ्ग,Sukra Tamangg,आम जनता पार्टी(एकल चुनाव चिन्ह),2581,24,M,False,चक्र बहादुर तमाङ्ग,under slc,,दोलखा शैलुङ गाउँपालिका ,निम  तमाङ्ग,,3-दोलखा-1,341969,44
342272,सन्देश कोइराला,Sandesha Koirala,स्वतन्त्र,IND,20,M,False,राम बहादुर खत्री,10+2,Nepal,दोलखा शैलुङ गाउँपालिका ढाँड,,,3-दोलखा-1,342272,26
339358,हरि बोल बस्नेत,Hari Bola Basnet,स्वतन्त्र,IND,15,M,False,कृति बहादुर बस्‍नेत,10+2,nepal,दोलखा भिमेश्वर नगरपालिका साखिने,कल्पना  बस्नेत,,3-दोलखा-1,339358,49
341178,सुरेस उप्रेती,Suresa Upreti,स्वतन्त्र,IND,14,M,False,रामजी  उप्रेती,10+2,Nepal,दोलखा तामाकोशी गाउँपालिका गोपीखोला,सविता  उप्रेती,,3-दोलखा-1,341178,38
342032,सर्मीला  फुयाल चौलागाई,Sarmila Phuyala Chaulagaee,स्वतन्त्र,IND,13,F,False,देबि  प्रसाद  फुयाल ,slc,Nepal,दोलखा भिमेश्वर नगरपालिका ,दिपक   चौलागाई,,3-दोलखा-1,342032,28
339352,प्रकाश दहाल,Prakasha Dahal,स्वतन्त्र,IND,12,M,False,तिर्थ बहादुर खत्री,slc,nepal,दोलखा वैतेश्वर गाउँपालिका ,सरिता   दहाल,,3-दोलखा-1,339352,38
340617,संगीता श्रेष्‍ठ,Sangita Shresh‍th,स्वतन्त्र,IND,12,F,False,राम बहादुर श्रेष्‍ठ,साधारण,,दोलखा गौरिशंकर गाउँपालिका ज्ञण्जमु,टिका बहादुर श्रेष्‍ठ,,3-दोलखा-1,340617,39
340975,सुदिप  खड्‍का ,Sudipa Khad‍ka,स्वतन्त्र,IND,10,M,False,,10+2,Nepal,दोलखा मेलुङ गाउँपालिका खड्का थोक,कमला   खड्‍का ,,3-दोलखा-1,340975,33
340591,रमिला सार्की,Ramila Sarki,स्वतन्त्र,IND,9,F,False,गणेश बहादुर वयलकोटी सार्की,साधारण ,,दोलखा विगु गाउँपालिका धुर्सा,राउन्ने  सार्की,,3-दोलखा-1,340591,50
